imo,count imo,mmsi,count mmsi
9442495,1,256545000,1
9958377,1,256571000,1
9925837,1,256619000,1
9969912,1,256636000,1
9383338,1,256694000,1
9978597,1,256715000,1
9722637,1,256769000,1
9552343,1,256785000,1
9465734,1,256818000,1
9486049,1,256819000,1
9695640,1,256820000,1
9602746,1,256879000,1
9698202,1,256919000,1
9362138,1,256929000,1
9796250,1,257034130,1
9272204,1,257034490,1
9169392,1,257038470,1
9834715,1,257069560,1
9801299,1,257073000,1
9492579,1,257080000,1
9490703,1,257081270,1
9834727,1,257083750,1
9288760,1,257084660,1
9724453,1,257087000,1
9836361,1,257088990,1
9155767,1,257142000,1
9725433,1,257179000,1
9777400,1,257290000,1
9299288,1,257325000,1
9254654,1,257329000,1
9288825,1,257351000,1
9288837,1,257357000,1
9288849,1,257358000,1
9752034,1,257373000,1
9827205,1,257389000,1
9168635,1,257401000,1
9835044,1,257444000,1
9839090,1,257447000,1
9686821,1,257449000,1
9856062,1,257450000,2
8018168,1,257450000,2
9374002,1,257460000,1
9126455,1,257507000,1
9818541,1,257525000,1
9833175,1,257552000,1
9811945,1,257596000,1
9325855,1,257710000,1
9748710,1,257729000,1
9911642,1,257790000,1
9833187,1,257800000,1
9845910,1,257850000,1
9365817,1,257876000,1
9701932,1,257891000,1
9214317,1,257901000,1
9294288,1,257910000,1
9873278,1,257953000,1
9744051,1,257972000,1
9908475,1,258002000,1
9801249,1,258003000,1
9290608,1,258028000,1
9724439,1,258047000,1
9744087,1,258102000,1
9490325,1,258105000,1
9182344,1,258135000,1
9735000,1,258251000,1
9724776,1,258491000,1
9358670,1,258602000,1
7915278,1,258633000,1
9358682,1,258643000,1
9378151,1,258645000,1
9378163,1,258669000,1
9341146,1,258724000,1
9734991,1,258775000,1
9669897,1,258795000,1
9669885,1,258802000,1
9669902,1,258804000,1
9330628,1,258868000,1
9494060,1,259005000,1
9650420,1,259186000,1
9283784,1,259266000,1
9155303,1,259705000,1
9403176,1,259741000,1
8616568,1,259753000,1
9693501,1,262008000,1
9384863,1,268235902,1
9291212,1,268247201,1
9520950,1,269038000,1
9359935,1,269668000,1
9040895,1,271000845,1
9364825,1,271040254,1
9456458,1,271040405,1
9446192,1,271040407,1
9578543,1,271042516,1
9442500,1,271042805,1
9740653,1,271044570,1
9740665,1,271044643,1
9105114,1,273211430,1
9255268,1,273414670,1
8010350,1,273457210,1
9962964,1,275542000,1
2820000,1,288000000,1
9629988,1,303582000,1
9197466,1,304010228,1
9193800,1,304010886,1
9436329,1,304043000,1
9202039,1,304050864,1
9776133,1,304070000,1
9700392,1,304094000,1
9577630,1,304137000,1
9228617,1,304251000,1
9253260,1,304288000,1
9266308,1,304479000,1
9508407,1,304509000,1
9266310,1,304512000,1
9685097,1,304617000,1
9316579,1,304639000,1
9312169,1,304724000,1
9812004,1,304824000,1
9812016,1,304831000,1
9349291,1,304868000,1
9736200,1,304883000,1
9487213,1,304921000,1
9213595,1,304927000,1
9347827,1,304954000,1
9347839,1,304994000,1
9614701,1,305030000,1
9347853,1,305034000,1
9427079,1,305048000,1
9357212,1,305057000,1
9273791,1,305062000,1
9337236,1,305065000,1
9384318,1,305066000,1
9344370,1,305089000,1
9421116,1,305097000,1
9383596,1,305126000,1
1022275,1,305147000,1
9344382,1,305155000,1
9357236,1,305160000,1
9402055,1,305177000,1
9402067,1,305222000,1
9378242,1,305238000,1
9436953,1,305240000,1
9809784,1,305265000,1
9433327,1,305302000,1
9407574,1,305343000,1
9436965,1,305372000,1
9694397,1,305377000,1
9407586,1,305392000,1
9434450,1,305409000,1
9433298,1,305459000,1
9501241,1,305460000,1
9407598,1,305472000,1
9306677,1,305485000,1
9306653,1,305496000,1
9474371,1,305514000,1
9501875,1,305533000,1
9407603,1,305536000,1
9445887,1,305538000,1
9505510,1,305621000,1
9467005,1,305679000,1
9571375,1,305682000,1
9535618,1,305700000,1
9504724,1,305718000,1
9504736,1,305719000,1
9000778,1,305726000,1
9620657,1,305738000,1
9559872,1,305749000,1
9508421,1,305757000,1
9508433,1,305792000,1
9559884,1,305822000,1
9559896,1,305825000,1
9466714,1,305850000,1
9504748,1,305854000,1
9563732,1,305856000,1
9457153,1,305860000,1
9508469,1,305864000,1
9508471,1,305865000,1
9549566,1,305869000,1
9508483,1,305885000,1
9549592,1,305933000,1
9312157,1,305939000,1
9634684,1,305969000,1
9506136,1,305973000,1
8902955,1,306009000,1
8902967,1,306132000,1
9202780,1,308025000,1
9192179,1,308322000,1
8913162,1,308445000,1
9192167,1,308628000,1
9423126,1,308652000,1
7304314,1,308784000,1
8903923,1,309027000,1
9066667,1,309168000,1
9178056,1,309562000,1
9110482,1,309885000,1
8800195,1,309913000,1
7218395,1,309964000,1
9226906,1,310459000,1
9321768,1,310540000,1
9320556,1,310624000,1
9477438,1,310625000,1
9600528,1,310644000,1
9667497,1,310685000,1
9666089,1,310687000,1
9693018,1,310690000,1
9378199,1,310704000,1
9316036,1,311000099,1
9538177,1,311000134,1
9286619,1,311000141,1
9125580,1,311000145,1
9635456,1,311000153,1
9649043,1,311000154,1
9336880,1,311000157,1
9141077,1,311000165,1
9723019,1,311000231,1
9636436,1,311000239,1
9689926,1,311000252,1
9703837,1,311000255,1
9433559,1,311000260,1
9666558,1,311000261,1
9656101,1,311000274,1
9489168,1,311000296,1
9465320,1,311000299,1
9750309,1,311000304,1
9733105,1,311000319,1
9727405,1,311000342,1
9714381,1,311000346,1
9728497,1,311000362,1
9725938,1,311000382,1
9737046,1,311000383,1
9738753,1,311000384,1
9589683,1,311000398,1
9731846,1,311000429,1
9731171,1,311000464,1
9767314,1,311000485,1
9767326,1,311000503,1
9316878,1,311000519,1
8611398,1,311000535,1
9782209,1,311000541,1
9302475,1,311000551,1
9749996,1,311000566,1
9808326,1,311000576,1
9777553,1,311000591,1
8201480,1,311000608,1
9749295,1,311000622,1
9796511,1,311000629,1
9784350,1,311000637,1
9817561,1,311000641,1
9427457,1,311000706,1
9828297,1,311000716,1
9827413,1,311000717,1
9827384,1,311000731,1
9828302,1,311000734,1
9461128,1,311000757,1
9240134,1,311000773,1
9363417,1,311000785,1
9636448,1,311000789,1
9738870,1,311000824,1
8700280,1,311000840,1
9416692,1,311000852,1
9880673,1,311000870,1
9122552,1,311000987,1
9696852,1,311001022,1
9478030,1,311001037,1
9426075,1,311001041,1
9850460,1,311001061,1
9687136,1,311001070,1
9324150,1,311001124,1
9668934,1,311001132,1
9832444,1,311001145,1
9458767,1,311001158,1
9886213,1,311001189,1
9786059,1,311001198,1
9646895,1,311001204,1
9681883,1,311001319,1
9103996,1,311001666,1
9314636,1,311002600,1
9165281,1,311005100,1
9435791,1,311013300,1
9381835,1,311015200,1
9389837,1,311017500,1
9378266,1,311020800,1
9370654,1,311021900,1
9445708,1,311025400,1
9402122,1,311025800,1
9417098,1,311027100,1
9403059,1,311032100,1
9343613,1,311032200,1
9406128,1,311033200,1
9542520,1,311035300,1
9605853,1,311036200,1
9409546,1,311037200,1
9370666,1,311038800,1
9483126,1,311038900,1
9414759,1,311040200,1
8310542,1,311042000,1
9437517,1,311042500,1
9451238,1,311043100,1
9451939,1,311044200,1
9351737,1,311049400,1
9064126,1,311050600,1
9492074,1,311052100,1
9597783,1,311053200,1
9589140,1,311053300,1
9586631,1,311054500,1
9492086,1,311055100,1
9503811,1,311055700,1
9303364,1,311055800,1
9599779,1,311057900,1
9220859,1,311060500,1
9502855,1,311061300,1
9590577,1,311063100,1
9543603,1,311064600,1
9543615,1,311064700,1
9607007,1,311064800,1
9607019,1,311064900,1
9621077,1,311072200,1
9523512,1,311072700,1
8807997,1,311083000,1
9008598,1,311085000,1
9218131,1,311109000,1
9323675,1,311191000,1
9219331,1,311213000,1
9257046,1,311249000,1
9255191,1,311291000,1
9251169,1,311365000,1
9227194,1,311407000,1
9312860,1,311476000,1
9228344,1,311492000,1
9247144,1,311513000,1
9243667,1,311536000,1
9262194,1,311538000,1
9273076,1,311603000,1
9210139,1,311622000,1
9286633,1,311773000,1
9304045,1,311827000,1
9203796,1,311992000,1
9105669,1,312049000,1
9124885,1,312054000,1
1020148,1,312065000,1
9181120,1,312099000,1
9260251,1,312148000,1
9124897,1,312153000,1
9303405,1,312187000,1
9234678,1,312209000,1
8585769,1,312221000,1
9974034,1,312261000,1
8655992,1,312303000,1
9163130,1,312321000,1
9000637,1,312346000,1
9024126,1,312368000,1
9115406,1,312374000,1
9188673,1,312378000,1
9528419,1,312406000,1
9415313,1,312412000,1
1062691,1,312431000,1
9581198,1,312445000,1
1075222,1,312456000,1
9163142,1,312464000,1
9175092,1,312540000,1
9109523,1,312570000,2
9124926,1,312570000,2
9124201,1,312596000,1
9385788,1,312604000,2
8416592,1,312604000,2
9114660,1,312637000,1
9114531,1,312640000,1
9197129,1,312681000,1
9273181,1,312694000,1
9540704,1,312744000,1
9254757,1,312761000,1
8356869,1,312773000,1
9354557,1,312816000,1
9505156,1,312819000,1
9071167,1,312852000,1
9582635,1,312856000,1
8356467,1,312878000,1
9124029,1,312893000,1
9109938,1,312914000,1
1059058,1,312941000,1
1062926,1,312943000,1
9368857,1,314263000,1
9402081,1,314295000,1
9380817,1,314458000,1
9848649,1,314483000,1
9853515,1,314484000,1
9861079,1,314486000,1
9370367,1,314489000,1
9573921,1,314537000,1
9481946,1,314709000,1
9320324,1,314738000,1
9173331,1,314773000,1
9438614,1,314784000,1
9390537,1,314807000,1
9247388,1,314823000,1
9370147,1,314874000,1
9685619,1,314882000,1
99625803,1,314883000,1
9414084,1,319017500,1
9477555,1,319028000,1
9330771,1,319061100,1
9711286,1,319073100,1
9374521,1,319091700,1
9757929,1,319093100,1
9750206,1,319102100,1
9680085,1,319103800,1
9749805,1,319104700,1
9680097,1,319106900,1
9680102,1,319112500,1
9790464,1,319113500,1
9470076,1,319115400,1
9680114,1,319120100,1
9572082,1,319153600,1
9454084,1,319156500,1
9423683,1,319182000,1
9503988,1,319366000,1
9178202,1,319445000,1
9124469,1,319446000,1
9102071,1,319468000,1
9178197,1,319479000,1
9102069,1,319489000,1
9102095,1,319498000,1
9124471,1,319605000,1
9352212,1,319627000,1
9368845,1,319653000,1
9503976,1,319756000,1
9743045,1,325111400,1
9126895,1,325606000,1
913300320,1,325768000,2
9411721,1,325946000,1
8907266,1,341136000,1
9235957,1,341365000,1
9112351,1,341425001,1
9246449,1,341444001,1
9138678,1,341698000,1
9158874,1,341923000,1
7255735,1,350913424,1
9582972,1,351008000,1
9866653,1,351011000,1
9553050,1,351031000,1
9823766,1,351038000,1
9232541,1,351060000,1
9162320,1,351085000,1
9863819,1,351101000,1
9588407,1,351108000,1
9237280,1,351113000,1
9174426,1,351128000,1
9229233,1,351143000,1
9874973,1,351148000,1
9810850,1,351153000,1
9515539,1,351176000,1
9847853,1,351177000,1
9284661,1,351182000,1
9782663,1,351184000,1
9760926,1,351200000,1
9524542,1,351202000,1
9625865,1,351203000,1
9343998,1,351214000,1
9514353,1,351224000,1
9802310,1,351234000,1
9800506,1,351236000,1
9819997,1,351243000,1
9893319,1,351246000,2
9557226,1,351250000,1
9518074,1,351260000,1
9910911,1,351265000,1
9197349,1,351272000,1
9491393,1,351276000,1
9782950,1,351280000,1
9263344,1,351285000,1
9832494,1,351298000,1
9488126,1,351304000,1
9290206,1,351324000,1
9274915,1,351327000,1
9117600,1,351331000,1
9902029,1,351332000,1
9496226,1,351335000,1
9743318,1,351339000,1
9264702,1,351343000,1
9459448,1,351347000,1
9191553,1,351352000,1
9806615,1,351354000,1
9159749,1,351364000,1
9415478,1,351366000,1
9430727,1,351376000,1
9159414,1,351382000,1
9805130,1,351385000,1
9724178,1,351399000,1
9659775,1,351409000,1
9577460,1,351427000,1
9357456,1,351430000,1
9377676,1,351431000,1
9143336,1,351432000,1
9566643,1,351443000,1
9729879,1,351445000,1
9157521,1,351458000,1
9357468,1,351460000,1
9727132,1,351462000,1
9786932,1,351465000,1
9283837,1,351467000,1
9168398,1,351469000,1
9480095,1,351484000,1
9274288,1,351517000,1
9050292,1,351518000,1
9713492,1,351522000,1
9257486,1,351535000,1
9644744,1,351550000,1
9138161,1,351563000,1
9138159,1,351566000,1
9444182,1,351569000,1
9839064,1,351600000,1
9143350,1,351602000,1
9614309,1,351606000,1
9143362,1,351608000,1
9561605,1,351609000,1
9254927,1,351616000,1
9151412,1,351621000,1
9149859,1,351645000,1
9587788,1,351646000,1
9227833,1,351649000,1
9141742,1,351681000,1
9510565,1,351721000,1
9573830,1,351724000,1
9636462,1,351754000,1
9774276,1,351755000,1
9682849,1,351773000,1
9278947,1,351781000,1
9634634,1,351783000,1
9194880,1,351790000,1
9163489,1,351793000,1
9430014,1,351794000,1
9668269,1,351796000,1
9438389,1,351797000,1
9156278,1,351802000,1
9739020,1,351809000,1
9339923,1,351812000,1
9149861,1,351841000,1
9605047,1,351849000,1
9147758,1,351853000,1
9683116,1,351864000,1
9316971,1,351875000,1
9167502,1,351877000,1
9266176,1,351888000,1
9418121,1,351904000,1
9721877,1,351908000,1
9240079,1,351913000,1
9385817,1,351943000,1
9542855,1,351954000,1
9624275,1,351977000,1
9922287,1,352001037,1
9913872,1,352001038,1
9336581,1,352001056,1
9304942,1,352001065,1
9913858,1,352001068,1
9925461,1,352001081,1
9182796,1,352001107,1
9934931,1,352001121,1
9907005,1,352001124,1
9920069,1,352001128,1
9930741,1,352001132,1
9543110,1,352001135,1
9937842,1,352001155,1
9919565,1,352001171,1
9913846,1,352001178,1
9167057,1,352001182,1
9699335,1,352001184,1
9832470,1,352001189,1
9925734,1,352001192,1
9197076,1,352001196,1
9934943,1,352001206,1
9411692,1,352001238,1
9228813,1,352001254,1
9241695,1,352001255,1
9919462,1,352001261,1
8356027,1,352001268,1
9550149,1,352001282,1
9286229,1,352001283,1
9952256,1,352001317,1
9932725,1,352001319,1
9952244,1,352001321,1
9537264,1,352001325,1
9934888,1,352001328,1
9967108,1,352001330,1
9934436,1,352001353,1
9941398,1,352001358,1
9919450,1,352001363,1
9888144,1,352001365,1
9907017,1,352001372,1
9218313,1,352001380,1
9934448,1,352001381,1
9158159,1,352001406,1
9214159,1,352001411,1
8589911,1,352001416,1
9546019,1,352001436,1
9952268,1,352001445,1
9804124,1,352001448,1
9936850,1,352001459,1
9316593,1,352001463,1
9411575,1,352001465,1
9416795,1,352001467,1
9481623,1,352001470,1
9230141,1,352001488,1
9276286,1,352001491,1
9254109,1,352001513,1
9919474,1,352001525,1
9286554,1,352001529,1
8356778,1,352001576,1
9973509,1,352001582,1
9933236,1,352001592,1
9952907,1,352001656,1
9271573,1,352001661,1
9923035,1,352001670,1
9952141,1,352001705,1
9942835,1,352001707,1
9191761,1,352001713,1
9640619,1,352001723,1
9583457,1,352001729,1
9936147,1,352001731,1
9952206,1,352001756,1
9673032,1,352001764,1
9905485,1,352001791,1
9956147,1,352001821,1
9970129,1,352001836,1
9278741,1,352001853,1
9925760,1,352001869,1
9919761,1,352001922,1
9974060,1,352001931,1
9810733,1,352001934,1
9982263,1,352001953,1
9438016,1,352001954,1
9398515,1,352001973,1
9216494,1,352001974,1
9956159,1,352001998,1
8593455,1,352002002,1
9952153,1,352002025,1
9287883,1,352002037,1
9566435,1,352002039,1
9389112,1,352002084,1
9944132,1,352002098,1
9982304,1,352002105,1
9984235,1,352002121,1
9952220,1,352002135,1
9985007,1,352002181,1
9940710,1,352002184,1
9942081,1,352002187,1
8358257,1,352002188,1
9902457,1,352002200,1
9959486,1,352002222,1
9973511,1,352002235,1
9902471,1,352002250,1
9205586,1,352002263,1
9965100,1,352002343,1
9958444,1,352002367,1
8355530,1,352002369,1
9525194,1,352002386,1
9592616,1,352002393,1
9283552,1,352002416,1
9965473,1,352002445,1
9924728,1,352002449,1
9952476,1,352002452,1
9952464,1,352002453,1
9633848,1,352002471,1
9366665,1,352002481,1
9643609,1,352002485,1
9959498,1,352002490,1
8598699,1,352002507,1
9965461,1,352002520,1
9960198,1,352002545,1
9611010,1,352002552,1
9978066,1,352002590,1
9947251,1,352002600,1
9250165,1,352002612,1
9966271,1,352002619,1
9242326,1,352002622,1
9132650,1,352002633,1
9941984,1,352002659,1
9978353,1,352002690,1
9789049,1,352002706,1
9959448,1,352002754,1
9240897,1,352002778,1
9831012,1,352002785,1
9977397,1,352002842,1
8743567,1,352002863,1
9460265,1,352002866,1
9978080,1,352002879,1
1020576,1,352002889,1
9982988,1,352002938,1
1016757,1,352002969,1
9963138,1,352002971,1
9972440,1,352002979,1
9978092,1,352003002,1
9983267,1,352003006,1
9966180,1,352003010,1
1017775,1,352003045,1
9353876,1,352003047,1
9969211,1,352003048,1
1028451,1,352003087,1
9963164,1,352003105,1
9963152,1,352003107,1
9989821,1,352003114,1
9414280,1,352003145,1
9567714,1,352003158,1
9978004,1,352003163,1
9474151,1,352003175,1
9391531,1,352003176,1
9973066,1,352003196,1
9316907,1,352003220,1
1019113,1,352003237,1
1017012,1,352003263,1
9978078,1,352003270,1
9980667,1,352003271,1
9266449,1,352003286,1
9655286,1,352003309,1
9988671,1,352003333,1
9989871,1,352003337,1
9304306,1,352003343,1
9937593,1,352003346,1
9474280,1,352003347,1
9998298,1,352003387,1
9236078,1,352003393,1
1026099,1,352003397,1
9989948,1,352003424,1
9998274,1,352003425,1
1023700,1,352003454,1
9915428,1,352003464,1
9984156,1,352003489,1
9470832,1,352003494,1
9972658,1,352003547,1
1048205,1,352003574,1
1041087,1,352003578,1
9991745,1,352003587,1
9278492,1,352003684,1
9192662,1,352003697,1
9285354,1,352003702,1
9300764,1,352003706,1
1050911,1,352003721,1
9692143,1,352003729,1
9278052,1,352003756,1
9608570,1,352003760,1
9478509,1,352003766,1
9540703,1,352003776,1
9288332,1,352003794,1
8554875,1,352003815,1
1014618,1,352003856,1
9244831,1,352003857,1
1056393,1,352003864,1
9977945,1,352003865,1
1059876,1,352003877,1
1056941,1,352003879,1
1059149,1,352003885,1
9288942,1,352003888,1
9981142,1,352003893,1
1013705,1,352003896,1
9966130,1,352003952,1
9997438,1,352003974,1
9979333,1,352003987,1
9637624,1,352003993,1
9981154,1,352003997,1
1062859,1,352004015,1
9338307,1,352004028,1
9272773,1,352004097,1
1036018,1,352004099,1
1069601,1,352004112,1
1066051,1,352004157,1
9353149,1,352004165,1
9998303,1,352004211,1
9364186,1,352004260,1
8797659,1,352004267,1
9991202,1,352004280,1
9995789,1,352004321,1
1039670,1,352004351,1
1016898,1,352004409,1
1079759,1,352004422,1
9289013,1,352004443,1
9981166,1,352004454,1
1074383,1,352004457,1
1071575,1,352004492,1
9437191,1,352004520,1
1053028,1,352004532,1
1080667,1,352004543,1
1079163,1,352004551,1
9449857,1,352004606,1
1034450,1,352004613,1
1086685,1,352004626,1
1083102,1,352004659,1
9276248,1,352004834,1
9303778,1,352004849,1
9437206,1,352004882,1
1015507,1,352005029,1
1047043,1,352005031,1
9994682,1,352005045,1
9416800,1,352005046,1
1105106,1,352005104,1
9994709,1,352005429,1
1114315,1,352005476,1
1114377,1,352005535,1
9308106,1,352027000,1
9903243,1,352029885,1
9667435,1,352057000,1
9493200,1,352059000,2
9443138,1,352065000,1
9450703,1,352067000,1
9266152,1,352072000,1
9545431,1,352119000,1
9663336,1,352123000,1
9310800,1,352148000,1
9511052,1,352163000,1
9542879,1,352165000,1
9597422,1,352166000,1
9325362,1,352167000,1
9252826,1,352194000,1
9574846,1,352202000,1
9601883,1,352211000,1
9675717,1,352251000,1
9534614,1,352255000,1
9747077,1,352275000,1
9636395,1,352292000,1
9889681,1,352313000,1
9071595,1,352322000,1
9832705,1,352327000,1
9288239,1,352328000,1
9237400,1,352356000,1
9781009,1,352359000,1
9283849,1,352368000,1
9154866,1,352373000,1
9861213,1,352383000,1
9400394,1,352388000,1
9668324,1,352396000,1
9044035,1,352399000,1
9788851,1,352409000,1
9497842,1,352417000,1
9074705,1,352479000,1
9542130,1,352480000,1
9428396,1,352492000,1
9148647,1,352495000,1
9449314,1,352500000,1
9343754,1,352503000,1
9371654,1,352518148,1
9894301,1,352523000,1
9174610,1,352529000,1
9166833,1,352536000,1
9400813,1,352544000,1
9443815,1,352557000,1
9572575,1,352565000,1
9112557,1,352571000,1
9221059,1,352578000,1
9709271,1,352596000,1
9692739,1,352597000,1
9764104,1,352606000,1
9611565,1,352614000,1
9446611,1,352630000,1
9353462,1,352632000,1
9431173,1,352634000,1
9546071,1,352635000,1
9897585,1,352643000,1
9339430,1,352650000,1
9345881,1,352651000,1
9614397,1,352654000,1
9602320,1,352657000,1
9224532,1,352675000,1
9806110,1,352681000,1
9875159,1,352686000,1
9290402,1,352688000,1
9117789,1,352706000,1
9400837,1,352709000,1
9383508,1,352721000,1
9799721,1,352724000,1
9798648,1,352730000,1
9416111,1,352746000,1
9510034,1,352753000,1
9117624,1,352760000,1
9153886,1,352773000,1
9660592,1,352787000,1
9282778,1,352800000,1
9141998,1,352807000,1
9783916,1,352816000,1
9906271,1,352819000,1
9606663,1,352828000,1
9401348,1,352835000,1
9228215,1,352840000,1
9591076,1,352851000,1
9599781,1,352865000,1
9354208,1,352882000,1
9809564,1,352885000,1
9775139,1,352888000,1
9932115,1,352898685,1
9153410,1,352898704,1
9123881,1,352898715,1
9304227,1,352898727,1
9366586,1,352898756,1
9956484,1,352898769,1
9888132,1,352898796,1
9280873,1,352898820,1
9937828,1,352898823,1
9345623,1,352907000,1
9155482,1,352919000,1
9584619,1,352920000,1
9826835,1,352927000,1
9010058,1,352938000,1
9652375,1,352946000,1
9261798,1,352960000,1
9712474,1,352962000,1
9599080,1,352971000,1
9330800,1,352978134,1
9913987,1,352978137,1
9916214,1,352978143,1
9913963,1,352978147,1
9913810,1,352978183,1
9487067,1,352980782,1
9281968,1,352980804,1
9913822,1,352980812,1
9345568,1,352980826,1
9913860,1,352980861,1
9892949,1,352980865,1
9674816,1,352986153,1
9455387,1,352986165,1
9908437,1,352986189,1
9238478,1,352986194,1
9474723,1,352993000,1
5271553,1,353001780,1
9597678,1,353006000,1
9478274,1,353007000,1
9130511,1,353027000,1
9261009,1,353028000,1
9758026,1,353052000,1
9254276,1,353058000,1
9450167,1,353081000,1
9168506,1,353084000,1
9542893,1,353086000,1
9643312,1,353092000,1
9482134,1,353096000,1
9243502,1,353101000,1
9292175,1,353111000,1
9606778,1,353120000,1
9409584,1,353150000,1
9566631,1,353153000,1
9423578,1,353157000,1
9547520,1,353172000,1
9771298,1,353177000,1
9629677,1,353191000,1
9565871,1,353195000,1
9580314,1,353200000,1
9859650,1,353201000,1
9403243,1,353206000,1
9631694,1,353210000,1
9364796,1,353212000,1
9174505,1,353220000,1
9300544,1,353222000,1
9527001,1,353230000,1
9528158,1,353245000,1
9205639,1,353248000,1
9659921,1,353260000,1
9363429,1,353261000,1
9896189,1,353262000,1
9860582,1,353275000,1
9127679,1,353314000,1
9109378,1,353316000,1
9540728,1,353331000,1
9282376,1,353345000,1
9402005,1,353356000,1
8656582,1,353357000,1
9371153,1,353360000,1
9643611,1,353366000,1
9463279,1,353368000,1
9354193,1,353378000,1
9315472,1,353379000,1
9442380,1,353383000,2
9639696,1,353399000,1
9732412,1,353424000,1
9117313,1,353426000,1
9131046,1,353430000,1
9860609,1,353443000,1
9810757,1,353446000,1
9305348,1,353455000,1
9140475,1,353461000,1
9240524,1,353464000,1
9160384,1,353484000,1
9278715,1,353491000,1
9074913,1,353518000,1
9166821,1,353540000,1
9196371,1,353551000,1
9774290,1,353564000,1
9626974,1,353570000,1
9220419,1,353573000,1
9405899,1,353576000,1
9518191,1,353578000,1
9819911,1,353587000,1
9728186,1,353594000,1
9250684,1,353599000,1
9472749,1,353603000,1
9423695,1,353608000,1
9623752,1,353627000,1
9467914,1,353628000,1
9146132,1,353637000,1
9478121,1,353641000,1
9600217,1,353654000,1
9070735,1,353675000,1
9667746,1,353691000,2
9238595,1,353707000,1
9241255,1,353708000,1
9199830,1,353715000,1
9181998,1,353723000,1
9565405,1,353730000,1
9757943,1,353751000,1
9800659,1,353754000,1
9806756,1,353757000,1
9897810,1,353772000,1
9341366,1,353785000,1
9784154,1,353800000,1
8901860,1,353816000,1
9172301,1,353824000,1
9486271,1,353838000,1
9565601,1,353840000,1
8743531,1,353844000,1
9158575,1,353848000,1
9158587,1,353851000,1
9193862,1,353854000,1
9561904,1,353860000,1
9681508,1,353862000,1
9820439,1,353870000,1
9507104,1,353872000,1
9456616,1,353874000,1
9636450,1,353884000,1
9908293,1,353894000,1
9540039,1,353902000,1
9561629,1,353921000,1
9749946,1,353929000,1
9168740,1,353930000,1
9343560,1,353931000,1
9262883,1,353947000,1
9205988,1,353951000,1
9416094,1,353953000,1
9219458,1,353956000,1
9459620,1,353961000,1
9877391,1,353978000,1
9473511,1,353983000,1
9882346,1,353984000,1
9676876,1,353987000,1
9601869,1,353988000,1
9875501,1,353989000,1
9174244,1,353996000,1
9159024,1,353999000,1
9837573,1,354025000,1
9280718,1,354064000,1
9376933,1,354077000,1
9185877,1,354087000,1
9616101,1,354093000,1
9060247,1,354109000,1
9565613,1,354115000,1
9451472,1,354118000,1
9478872,1,354127000,1
9537056,1,354139000,1
9523249,1,354160000,1
9659763,1,354161000,1
9573957,1,354174000,1
9249207,1,354194000,1
9249221,1,354195000,1
9135535,1,354209000,1
9243526,1,354211000,1
9723631,1,354225000,1
9609524,1,354227000,1
9440564,1,354246000,1
9401336,1,354247000,1
9438377,1,354249000,1
9604768,1,354250000,1
9443877,1,354252000,1
9013701,1,354262000,1
9839387,1,354263000,1
9123879,1,354278000,1
9860532,1,354299000,1
9749403,1,354311000,1
9620645,1,354314000,1
9138707,1,354323000,1
9317743,1,354332000,1
9519561,1,354356000,1
9290191,1,354359000,1
9561837,1,354367000,1
9576909,1,354383000,1
9607112,1,354418000,1
9276767,1,354421000,1
9487419,1,354425000,1
9527271,1,354428000,1
9249271,1,354432000,1
9485538,1,354434000,1
9839076,1,354437000,1
9310678,1,354445000,1
9821081,1,354467000,1
9623192,1,354473000,1
9425837,1,354480000,1
9244788,1,354491000,1
9805295,1,354496000,1
9755854,1,354501000,1
9217670,1,354506000,1
9311244,1,354508000,1
9803998,1,354511000,1
9655420,1,354527000,1
9610561,1,354529000,1
9799800,1,354544000,1
9774264,1,354552000,1
9117856,1,354568000,1
9194440,1,354633000,1
9752383,1,354644000,1
9250581,1,354657000,1
9511143,1,354663000,1
9352846,1,354675000,1
9869978,1,354690000,1
9473755,1,354706000,1
9155107,1,354711000,1
9817925,1,354727000,1
9181819,1,354733000,1
9322750,1,354738000,1
9129885,1,354776000,1
9902055,1,354777000,1
9189938,1,354782000,1
9115030,1,354788000,1
9301249,1,354794000,1
9153898,1,354797000,1
9658422,1,354803000,1
9010010,1,354806000,1
9587879,1,354815000,1
9566239,1,354817000,1
9519195,1,354820000,1
9650925,1,354822000,1
9188623,1,354825000,2
9391969,1,354825000,2
9170262,1,354853000,1
9539391,1,354856000,1
9478793,1,354858000,1
9119995,1,354863000,1
9570943,1,354864000,1
9317028,1,354866000,1
9250907,1,354907000,2
9109952,1,354907000,2
9275311,1,354912000,1
9477646,1,354925000,1
9194505,1,354932000,1
9258129,1,354939000,1
9254915,1,354951000,1
9114048,1,354958000,1
9665877,1,354959000,1
9255256,1,354964000,1
9144043,1,354971000,1
9240043,1,354984000,1
9234214,1,354995000,1
9814909,1,354996000,1
9668879,1,354998000,1
9496654,1,355091000,1
9542178,1,355093000,1
9145798,1,355098000,1
9790086,1,355106000,1
9782118,1,355109000,1
9860386,1,355117000,1
9532848,1,355133000,1
9498834,1,355136000,1
9692741,1,355148000,1
9623740,1,355153000,1
9570486,1,355178000,1
9253806,1,355181000,1
9284398,1,355191000,1
9062960,1,355218000,1
9472581,1,355232000,1
9228083,1,355236000,1
9124744,1,355260000,1
9123855,1,355262000,1
9747120,1,355280000,1
