imo,count imo,mmsi,count mmsi
9297096,2,413298950,1
9620279,2,413334020,1
9809069,2,413334720,1
9594810,2,413347470,1
9722247,2,413380060,1
9150303,2,413380540,1
9536090,2,413390460,1
9608269,2,413440820,1
9536090,2,413601000,1
9647485,2,413697020,1
9323015,2,413702760,1
9287895,2,413703990,1
9252230,2,414189000,1
9400148,2,414348000,1
9861029,2,414351730,1
9446726,2,414560000,1
9592032,2,414585000,1
9661091,2,414610000,1
9635614,2,414613000,1
9323015,2,414626000,1
9287895,2,414653000,1
9790074,2,416003900,1
9289867,2,416029000,1
9419591,2,416035000,2
9790074,2,416039000,1
9455399,2,419001672,1
9414321,2,419099900,1
9888936,2,433333333,1
9532276,2,440006000,1
9519688,2,440018000,2
9557214,2,440019000,1
9294276,2,440031000,1
9499943,2,440034000,1
9230268,2,440036000,1
9305544,2,440047000,1
9605994,2,440073000,1
9470246,2,440138000,1
9300788,2,440144000,1
9585120,2,440175000,1
9269594,2,440188000,1
9128312,2,440197000,3
9347475,2,440198000,1
9449522,2,440204000,1
9460540,2,440211000,1
9886079,2,440251000,1
9321134,2,440255000,1
9220196,2,440259000,1
9159311,2,440275000,1
9397250,2,440293000,1
9272993,2,440294000,1
9284829,2,440295000,1
9303651,2,440308000,1
9879363,2,440321000,1
9536973,2,440330000,1
9747273,2,440331000,1
9505986,2,440335000,1
9725809,2,440374000,1
9829526,2,440431000,1
9166857,2,440501000,1
9249609,2,440625000,1
9279628,2,440659000,1
9308663,2,440695000,1
9381316,2,440744000,1
9381366,2,440842000,1
8925327,2,440999999,3
9377729,2,441023000,1
9564853,2,441085000,1
9134969,2,441176000,1
9515292,2,441243000,1
9626405,2,441252000,1
9244403,2,441372000,1
9363807,2,441375000,1
9730971,2,441393000,1
9730983,2,441396000,1
9571404,2,441423000,1
9809576,2,441434000,1
9240031,2,441459000,1
7376604,2,441515151,1
9340427,2,441530000,1
9465605,2,441557000,1
9253454,2,441615000,1
9279939,2,441661000,1
9626015,2,441708000,1
9554834,2,441753000,1
9189976,2,441858000,1
9226607,2,441859000,1
9352597,2,441881000,1
9284403,2,441896000,1
9317030,2,441898000,1
9196333,2,441926000,1
9590931,2,447302000,1
9548249,2,452503692,1
9336476,2,457242000,1
8877784,2,457396000,1
8304012,2,457417000,1
9016167,2,457601000,1
8905165,2,457900048,1
9066784,2,457900363,1
9405497,2,477003300,1
9622069,2,477004300,1
9256353,2,477013700,1
9472684,2,477036300,1
9725380,2,477078400,1
9299434,2,477085800,1
9602863,2,477098500,1
9172246,2,477117600,1
9397858,2,477133300,1
9602851,2,477135900,1
9317523,2,477136900,1
9813034,2,477147200,1
9813046,2,477151100,1
9430454,2,477177500,1
9499967,2,477185300,1
9450583,2,477192900,1
9444168,2,477197700,1
9438925,2,477201700,1
9556911,2,477218800,1
9593775,2,477224500,1
9354569,2,477241400,1
9643934,2,477243100,1
9442641,2,477244500,1
9587233,2,477274500,1
9594810,2,477276900,1
9258325,2,477289400,1
9449455,2,477301300,1
9421439,2,477318600,1
9813060,2,477326900,1
9309863,2,477328700,1
9279939,2,477405000,1
9661091,2,477407700,1
9761011,2,477430400,1
9592032,2,477434600,1
9589229,2,477514700,1
9161871,2,477514800,1
9471604,2,477542500,1
9558919,2,477547500,1
9511234,2,477595700,1
9516698,2,477617900,1
9539743,2,477621200,1
9360398,2,477633800,1
9030577,2,477634500,1
9557953,2,477639400,1
9305958,2,477652400,1
9571210,2,477685800,1
9250153,2,477686300,1
9591806,2,477700700,1
9682928,2,477723900,1
9746023,2,477730800,1
9576882,2,477742300,1
9576894,2,477749200,1
9515670,2,477754200,1
9156802,2,477779900,1
9369136,2,477791100,1
9300946,2,477809200,1
9526708,2,477810800,1
9510345,2,477814300,1
9571404,2,477814700,1
9575888,2,477815100,1
9293868,2,477832100,1
9576272,2,477847200,1
9487043,2,477851700,1
9416771,2,477852300,1
9218064,2,477864000,1
9218076,2,477876000,1
9780706,2,477915300,1
9140463,2,477915500,1
9560986,2,477938200,1
9442483,2,477940700,1
9724063,2,477949200,1
9526693,2,477978800,1
9260304,2,477980000,1
9296872,2,477987700,1
9323558,2,477995400,1
9184689,2,503538000,1
9767869,2,511100133,1
9363431,2,511100300,1
9242144,2,511101449,1
9064695,2,511101559,1
9153733,2,511101725,1
8840339,2,514306424,1
8520551,2,514331000,1
9001473,2,514455000,1
9036686,2,514525000,1
8840339,2,515355000,1
8597712,2,515501778,1
9166974,2,518100015,1
9351361,2,518100380,1
9150652,2,518100562,1
9530307,2,518100850,1
9360398,2,518100887,1
9414008,2,518100912,1
9452804,2,518998317,1
9783887,2,520074010,1
7903964,2,522570015,1
8593235,2,525000000,26
9072575,2,525000000,26
9574779,2,525000000,26
9076349,2,525000000,26
9330422,2,525000000,26
7608215,2,525000000,26
9304186,2,525000001,7
8894691,2,525000001,7
8996243,2,525000007,4
9210120,2,525000010,4
8611568,2,525000033,1
9717565,2,525000109,1
9675016,2,525001002,1
9675016,2,525001076,1
9712149,2,525001102,1
8349880,2,525001118,1
7818638,2,525001136,2
8403313,2,525002039,1
7126059,2,525002066,2
7126059,2,525002079,1
7204643,2,525002080,1
5186176,2,525002098,2
8610320,2,525002117,1
8905165,2,525002125,1
5186176,2,525002128,2
9417933,2,525002387,1
9595668,2,525003041,2
9595668,2,525003042,1
9663257,2,525003199,1
9659529,2,525003211,1
9184689,2,525003223,1
9774984,2,525003241,1
9016167,2,525003305,1
9162306,2,525003315,1
9788863,2,525003409,1
9178678,2,525003425,1
9788863,2,525003456,1
9205873,2,525003520,1
8908246,2,525004081,1
9072123,2,525005016,2
9124536,2,525005017,1
9072123,2,525005018,2
9124536,2,525005018,2
9281542,2,525005025,1
9139672,2,525005029,1
9139672,2,525005031,2
9157208,2,525005031,2
9157208,2,525005037,2
9281542,2,525005052,1
5471169,2,525005107,1
8916762,2,525005111,1
9140023,2,525005194,1
10215958,2,525005318,2
6502945,2,525005324,1
8217099,2,525006001,2
9203083,2,525006997,2
9203083,2,525007029,1
8816546,2,525007249,1
9783887,2,525007401,1
8211277,2,525008001,1
74123546,2,525008009,2
8021127,2,525009021,1
9172507,2,525009027,1
9178240,2,525009064,1
8921092,2,525009065,1
8921092,2,525009085,1
8661288,2,525009275,1
9359612,2,525009325,1
9705603,2,525010018,2
7903964,2,525010184,2
9000912,2,525010411,2
3558412,2,525011092,2
9649969,2,525011234,1
9042881,2,525012039,1
7227449,2,525012132,1
8813075,2,525012211,1
9717565,2,525012279,1
9060716,2,525012309,1
9284283,2,525013017,1
9563728,2,525013021,2
9075735,2,525013024,2
9188984,2,525014006,1
9188984,2,525014014,2
8204042,2,525014117,1
8973045,2,525014666,1
8622256,2,525015089,1
9191125,2,525015104,2
9005089,2,525015171,1
9499773,2,525015209,1
