cluster_id,h3_int_r8
4,615115492648026111
4,615115492650123263
4,615115492652220415
4,615115492654317567
4,615115492656414719
4,615115492658511871
4,615115492660609023
4,615115492664803327
4,615115492666900479
4,615115492668997631
4,615115492671094783
4,615115492675289087
4,615115492677386239
4,615115492681580543
4,615115492683677695
4,615115492685774847
4,615115492687871999
4,615115492694163455
4,615115492698357759
4,615115492700454911
4,615115492702552063
4,615115492704649215
4,615115492706746367
4,615115492708843519
4,615115492731912191
4,615115492736106495
4,615115492738203647
4,615115492740300799
4,615115492742397951
4,615115492744495103
4,615115492765466623
4,615115492767563775
4,615115492769660927
4,615115492771758079
4,615115492773855231
4,615115492775952383
4,615115492778049535
4,615115492794826751
4,615115492799021055
4,615115492801118207
4,615115492803215359
4,615115492805312511
4,615115492807409663
4,615115492809506815
4,615115492811603967
4,615115492815798271
4,615115492819992575
4,615115492824186879
4,615115492828381183
4,615115492832575487
4,615115492834672639
4,615115492836769791
4,615115492838866943
4,615115492840964095
4,615115492843061247
4,615115492845158399
4,615115495015710719
4,615115495030390783
4,615115495032487935
4,615115495034585087
4,615115495036682239
4,615115495038779391
4,615115495040876543
4,615115495042973695
4,615115495063945215
4,615115495066042367
4,615115495068139519
4,615115495070236671
4,615115495072333823
4,615115495074430975
4,615115495097499647
4,615115495099596799
4,615115495103791103
4,615115495107985407
4,615115495147831295
4,615115495149928447
4,615115495152025599
4,615115495154122751
4,615115495156219903
4,615115495158317055
4,615115495160414207
4,615115495164608511
4,615115495166705663
4,615115495168802815
4,615115495170899967
4,615115495172997119
4,615115495175094271
4,615115495177191423
4,615115495189774335
4,615115495191871487
4,615115495206551551
4,615115495208648703
4,615115495210745855
4,615115495214940159
4,615115495217037311
4,615115495219134463
4,615115495221231615
4,615115495223328767
4,615115495225425919
4,615115495227523071
4,615115495231717375
4,615115495233814527
4,615115495235911679
4,615115495238008831
4,615115495240105983
4,615115495242203135
4,615115495244300287
4,615115495248494591
4,615115495250591743
4,615115495252688895
4,615115495254786047
4,615115495256883199
4,615115495258980351
4,615115495261077503
4,615115496422899711
4,615115496427094015
4,615115496431288319
4,615115496435482623
4,615115496456454143
4,615115496464842751
4,615115496466939903
4,615115496469037055
4,615115498924802047
5,615118078239309823
5,615118078247698431
5,615118078268669951
5,615118078272864255
5,615118078274961407
5,615118078277058559
5,615118078281252863
5,615118078738431999
5,615118078740529151
5,615118078742626303
5,615118078744723455
5,615118078751014911
5,615118080583925759
5,615118080586022911
5,615118080588120063
5,615118080590217215
5,615118080592314367
5,615118080594411519
5,615118080596508671
5,615118080604897279
5,615118080609091583
5,615118080613285887
5,615118080621674495
5,615118080625868799
5,615118080627965951
5,615118080630063103
5,615118080642646015
5,615118080651034623
5,615118080653131775
5,615118080655228927
5,615118080657326079
5,615118080659423231
5,615118080661520383
5,615118080663617535
5,615118080667811839
5,615118080669908991
5,615118080672006143
5,615118080674103295
5,615118080676200447
5,615118080678297599
5,615118080680394751
5,615118080684589055
5,615118080686686207
5,615118080688783359
5,615118080690880511
5,615118080692977663
5,615118080695074815
5,615118080697171967
5,615118080852361215
5,615118080854458367
5,615118080856555519
5,615118080858652671
5,615118080860749823
5,615118080862846975
5,615118080864944127
5,615118080869138431
5,615118080873332735
5,615118080875429887
5,615118080877527039
5,615118080881721343
5,615118080919470079
5,615118080921567231
5,615118080923664383
5,615118080925761535
5,615118080927858687
5,615118080929955839
5,615118080932052991
5,615118080936247295
5,615118080938344447
5,615118080940441599
5,615118080942538751
5,615118080944635903
5,615118080946733055
5,615118080948830207
5,615118080953024511
5,615118080955121663
5,615118080961413119
5,615118080963510271
5,615118080965607423
5,615118084344119295
5,615118084352507903
5,615118084358799359
5,615118084360896511
5,615118084362993663
5,615118084365090815
5,615118084367187967
5,615118084369285119
5,615118084371382271
5,615118084379770879
5,615118084381868031
5,615118084392353791
5,615118084394450943
5,615118084396548095
5,615118084398645247
5,615118084400742399
5,615118084402839551
5,615118084404936703
5,615118084432199679
5,615118084476239871
5,615118084478337023
5,615118084480434175
5,615118084482531327
5,615118084484628479
5,615118084486725631
5,615118084488822783
5,615118084493017087
5,615118084495114239
5,615118084497211391
5,615118084499308543
5,615118084501405695
5,615118084503502847
5,615118084505599999
5,615118084509794303
5,615118084511891455
5,615118084513988607
5,615118084516085759
5,615118084518182911
5,615118084520280063
5,615118084522377215
5,615118084526571519
5,615118084528668671
5,615118084530765823
5,615118084532862975
5,615118084534960127
5,615118084537057279
5,615118084539154431
5,615118084543348735
5,615118084545445887
5,615118084547543039
5,615118084549640191
5,615118084551737343
5,615118084553834495
5,615118084555931647
5,615118084560125951
5,615118084562223103
5,615118084564320255
5,615118084566417407
5,615118084572708863
5,615118084576903167
5,615118084579000319
5,615118084581097471
5,615118084583194623
5,615118084585291775
5,615118084587388927
5,615118084589486079
5,615118084627234815
5,615118084629331967
5,615118084631429119
5,615118084633526271
5,615118084635623423
5,615118084637720575
5,615118084639817727
5,615118084660789247
5,615118084662886399
5,615118084667080703
5,615118084671275007
5,615118084696440831
5,615118084744675327
5,615118084746772479
5,615118084748869631
5,615118084750966783
5,615118084753063935
5,615118084755161087
5,615118084757258239
5,615118084761452543
5,615118084763549695
5,615118084765646847
5,615118084767743999
5,615118084769841151
5,615118084771938303
5,615118084774035455
5,615118084778229759
5,615118084780326911
5,615118084782424063
5,615118084784521215
5,615118084786618367
5,615118084788715519
5,615118084790812671
5,615118084795006975
5,615118084797104127
5,615118084799201279
5,615118084801298431
5,615118084803395583
5,615118084805492735
5,615118084807589887
5,615118084811784191
5,615118084813881343
5,615118084815978495
5,615118084818075647
5,615118084820172799
5,615118084822269951
5,615118084824367103
5,615118084828561407
5,615118084830658559
5,615118084832755711
5,615118084834852863
5,615118084836950015
5,615118084839047167
5,615118084841144319
5,615118084845338623
5,615118084847435775
5,615118084849532927
5,615118084851630079
5,615118084853727231
5,615118084855824383
5,615118084857921535
5,615118101119238143
5,615118101121335295
5,615118101123432447
5,615118101125529599
5,615118101127626751
5,615118101129723903
5,615118101131821055
5,615118101136015359
5,615118101138112511
5,615118101140209663
5,615118101142306815
5,615118101144403967
5,615118101146501119
5,615118101148598271
5,615118101163278335
5,615118101169569791
5,615118101171666943
5,615118101177958399
5,615118101180055551
5,615118101182152703
5,615118101188444159
5,615118101196832767
5,615118101203124223
5,615118101205221375
5,615118101207318527
5,615118101209415679
5,615118101211512831
5,615118101213609983
5,615118101215707135
6,614505849127174143
6,614505849185894399
6,614505849187991551
6,614505849192185855
6,614505849196380159
6,614505849263489023
6,614505849311723519
6,614505849313820671
6,614505849320112127
6,614505849328500735
6,614505849330597887
6,614505849332695039
6,614505853013196799
6,614505860451794943
6,614505860453892095
6,614505860913168383
6,614505860915265535
6,614505860917362687
6,614505860919459839
6,614505860921556991
6,614505860923654143
6,614505860925751295
6,614505860934139903
6,614505860942528511
6,614505860946722815
6,614505860948819967
6,614505860950917119
6,614505860953014271
6,614505860955111423
6,614505860957208575
6,614505860959305727
6,614505860963500031
6,614505860967694335
6,614505860969791487
6,614505860971888639
6,614505860976082943
6,614505860980277247
6,614505860982374399
6,614505860984471551
6,614505860986568703
6,614505860988665855
6,614505860990763007
6,614505860992860159
6,614505860997054463
6,614505860999151615
6,614505861001248767
6,614505861003345919
6,614505861005443071
6,614505861007540223
6,614505861009637375
6,614505861013831679
6,614505861015928831
6,614505861018025983
6,614505861020123135
6,614505861022220287
6,614505861024317439
6,614505861026414591
6,614505861248712703
6,614505861250809855
6,614505861257101311
6,614505861259198463
6,614505861261295615
6,614505861265489919
6,614505861267587071
6,614505861269684223
6,614505861273878527
6,614505861275975679
6,614505861278072831
6,614505892588552191
6,614505892590649343
6,614505892592746495
6,614505892594843647
6,614505892596940799
6,614505892599037951
6,614505892601135103
6,614505892605329407
6,614505892609523711
6,614505892611620863
6,614505892613718015
6,614505892617912319
6,614505892622106623
6,614505892624203775
6,614505892626300927
6,614505892628398079
6,614505892630495231
6,614505892632592383
6,614505892634689535
6,614505892638883839
6,614505892640980991
6,614505892643078143
6,614505892645175295
6,614505892647272447
6,614505892649369599
6,614505892651466751
6,614505892659855359
6,614505892661952511
6,614505892676632575
6,614505892678729727
6,614505892689215487
6,614505892691312639
6,614505892693409791
6,614505892695506943
6,614505892697604095
6,614505892699701247
6,614505892701798399
6,614505892722769919
6,614505892724867071
6,614505892726964223
6,614505892729061375
6,614505892731158527
6,614505892733255679
6,614505892735352831
6,614505892739547135
6,614505892741644287
6,614505892743741439
6,614505892745838591
6,614505892752130047
6,614505892756324351
6,614505892758421503
6,614505892760518655
6,614505892762615807
6,614505892764712959
6,614505892766810111
6,614505892768907263
6,614505892773101567
6,614505892775198719
6,614505892777295871
6,614505892779393023
6,614505892781490175
6,614505892783587327
6,614505892785684479
6,614505892823433215
6,614505892825530367
6,614505892827627519
6,614505892829724671
6,614505892831821823
6,614505892833918975
6,614505892836016127
6,614505892856987647
6,614505892859084799
6,614505892861181951
6,614505892863279103
6,614505892865376255
6,614505892867473407
6,614505892869570559
6,614505892873764863
6,614505892875862015
6,614505892877959167
6,614505892880056319
6,614505892882153471
6,614505892884250623
6,614505892886347775
6,614505892890542079
6,614505892892639231
6,614505892894736383
6,614505892896833535
6,614505892898930687
6,614505892901027839
6,614505892903124991
6,614505892907319295
6,614505892909416447
6,614505892911513599
6,614505892913610751
6,614505892915707903
6,614505892917805055
6,614505892919902207
6,614505892924096511
6,614505892926193663
6,614505892928290815
6,614505892930387967
6,614505892932485119
6,614505892934582271
6,614505892936679423
6,614505892940873727
6,614505892942970879
6,614505892945068031
6,614505892947165183
6,614505892949262335
6,614505892951359487
6,614505892953456639
6,614505892957650943
6,614505892959748095
6,614505892961845247
6,614505892963942399
6,614505892966039551
6,614505892968136703
6,614505892991205375
6,614505892993302527
6,614505892995399679
6,614505892997496831
6,614505892999593983
6,614505893001691135
6,614505893003788287
6,614505893007982591
6,614505893010079743
6,614505893012176895
6,614505893014274047
6,614505893016371199
6,614505893018468351
6,614505893020565503
6,614505893024759807
6,614505893026856959
6,614505893028954111
6,614505893031051263
6,614505893033148415
6,614505893035245567
6,614505893037342719
6,614505893041537023
6,614505893043634175
6,614505893045731327
6,614505893047828479
6,614505893049925631
6,614505893052022783
6,614505893054119935
6,614505893058314239
6,614505893060411391
6,614505893062508543
6,614505893064605695
6,614505893066702847
6,614505893068799999
6,614505893070897151
6,614505893075091455
6,614505893077188607
6,614505893079285759
6,614505893081382911
6,614505893083480063
6,614505893085577215
6,614505893087674367
6,614505893091868671
6,614505893093965823
6,614505893096062975
6,614505893098160127
6,614505893100257279
6,614505893102354431
6,614505893104451583
6,614505893393858559
6,614505893395955711
6,614505893398052863
6,614505893400150015
6,614505893406441471
6,614505893410635775
6,614505893412732927
6,614505893414830079
6,614505893416927231
6,614505893427412991
6,614505893429510143
6,614505893433704447
6,614505893437898751
6,614505893444190207
6,614505893446287359
6,614505893448384511
6,614505893450481663
6,614505893452578815
6,614505893454675967
6,614505893456773119
6,614505894002032639
6,614505894031392767
6,614505894035587071
6,614505894037684223
6,614505894039781375
6,614505894043975679
7,615115546016350207
7,615115546018447359
7,615115546020544511
7,615115546022641663
7,615115546024738815
7,615115546026835967
7,615115546028933119
7,615115546033127423
7,615115546035224575
7,615115546037321727
7,615115546039418879
7,615115546041516031
7,615115546043613183
7,615115546045710335
7,615115546049904639
7,615115546052001791
7,615115546054098943
7,615115546056196095
7,615115546058293247
7,615115546060390399
7,615115546062487551
7,615115546066681855
7,615115546068779007
7,615115546070876159
7,615115546072973311
7,615115546075070463
7,615115546077167615
7,615115546079264767
7,615115546083459071
7,615115546085556223
7,615115546087653375
7,615115546089750527
7,615115546091847679
7,615115546093944831
7,615115546096041983
7,615115546100236287
7,615115546102333439
7,615115546104430591
7,615115546106527743
7,615115546108624895
7,615115546110722047
7,615115546112819199
7,615115546117013503
7,615115546119110655
7,615115546121207807
7,615115546123304959
7,615115546125402111
7,615115546127499263
7,615115546129596415
7,615115546221871103
7,615115546230259711
7,615115546251231231
7,615115546255425535
7,615115546259619839
7,615115546263814143
7,615115546284785663
7,615115546286882815
7,615115546288979967
7,615115546291077119
7,615115546293174271
7,615115546295271423
7,615115546297368575
7,615115546301562879
7,615115546303660031
7,615115546305757183
7,615115546307854335
7,615115546309951487
7,615115546312048639
7,615115546314145791
7,615115546326728703
7,615115546328825855
7,615115546343505919
7,615115546345603071
7,615115546351894527
7,615115546353991679
7,615115546356088831
7,615115546358185983
7,615115546360283135
7,615115546362380287
7,615115546368671743
7,615115546370768895
7,615115546372866047
7,615115546374963199
7,615115546377060351
7,615115546379157503
7,615115546381254655
7,615115546387546111
7,615115546391740415
7,615115546395934719
7,615115546419003391
7,615115546421100543
7,615115546427391999
7,615115546429489151
7,615115546431586303
7,615115546448363519
7,615115546486112255
7,615115546488209407
7,615115546490306559
7,615115546492403711
7,615115546494500863
7,615115546496598015
7,615115546498695167
7,615115546502889471
7,615115546504986623
7,615115546507083775
7,615115546509180927
7,615115546511278079
7,615115546513375231
7,615115546515472383
7,615115546528055295
7,615115546530152447
7,615115546532249599
7,615115546586775551
7,615115546588872703
7,615115546590969855
7,615115546593067007
7,615115546599358463
7,615115546605649919
7,615115546607747071
7,615115546609844223
7,615115546720993279
7,615115546723090431
7,615115546725187583
7,615115546727284735
7,615115546729381887
7,615115546731479039
7,615115546733576191
7,615115546792296447
7,615115546794393599
7,615115546823753727
7,615115546827948031
7,615115546832142335
7,615115546838433791
7,615115546840530943
7,615115546842628095
7,615115546844725247
7,615115546846822399
7,615115546848919551
7,615115546851016703
7,615115546871988223
7,615115546874085375
7,615115546876182527
7,615115546878279679
7,615115546880376831
7,615115546882473983
7,615115546884571135
7,615115546905542655
7,615115546907639807
7,615115546909736959
7,615115546911834111
8,615113287165542399
8,615113287167639551
8,615113287169736703
8,615113287171833855
8,615113287186513919
8,615113287188611071
8,615113440408633343
8,615113440410730495
8,615113440412827647
8,615113440414924799
8,615113440417021951
8,615113440419119103
8,615113440421216255
8,615113440425410559
8,615113440427507711
8,615113440429604863
8,615113440431702015
8,615113440433799167
8,615113440435896319
8,615113440437993471
8,615113440450576383
8,615113440452673535
8,615113440454770687
8,615113440458964991
8,615113440461062143
8,615113440467353599
8,615113440469450751
8,615113440471547903
8,615113440475742207
8,615113440477839359
8,615113440479936511
8,615113440482033663
8,615113440484130815
8,615113440486227967
8,615113440488325119
8,615113440492519423
8,615113440494616575
8,615113440496713727
8,615113440498810879
8,615113440500908031
8,615113440503005183
8,615113440505102335
8,615113440509296639
8,615113440511393791
8,615113440513490943
8,615113440515588095
8,615113440517685247
8,615113440519782399
8,615113440521879551
8,615113440547045375
8,615113440551239679
8,615113440555433983
8,615113440609959935
8,615113440612057087
8,615113440614154239
8,615113440616251391
8,615113440618348543
8,615113440620445695
8,615113440622542847
8,615113440643514367
8,615113440645611519
8,615113440651902975
8,615113440654000127
8,615113440656097279
8,615113440769343487
8,615113440771440639
8,615113440945504255
8,615113440947601407
8,615113440949698559
8,615113440951795711
8,615113440953892863
8,615113440955990015
8,615113440958087167
8,615113440962281471
8,615113440964378623
8,615113440966475775
8,615113440968572927
8,615113440970670079
8,615113440972767231
8,615113440974864383
8,615113440979058687
8,615113440981155839
8,615113440983252991
8,615113440985350143
8,615113440987447295
8,615113440989544447
8,615113440991641599
8,615113440995835903
8,615113440997933055
8,615113441000030207
8,615113441002127359
8,615113441004224511
8,615113441006321663
8,615113441008418815
8,615113441012613119
8,615113441014710271
8,615113441016807423
8,615113441018904575
8,615113441023098879
8,615113441025196031
8,615113441029390335
8,615113441031487487
8,615113441033584639
8,615113441035681791
8,615113441041973247
8,615113441046167551
8,615113441048264703
8,615113441052459007
8,615113441054556159
8,615113441056653311
8,615113441079721983
8,615113441081819135
8,615113441083916287
8,615113441086013439
8,615113441088110591
8,615113441090207743
8,615113441092304895
8,615113441100693503
8,615113441104887807
8,615113441109082111
8,615113441113276415
8,615113441115373567
8,615113441117470719
8,615113441119567871
8,615113441121665023
8,615113441123762175
8,615113441125859327
8,615113441130053631
8,615113441134247935
8,615113441136345087
8,615113441138442239
8,615113441142636543
8,615113441146830847
8,615113441148927999
8,615113441151025151
8,615113441153122303
8,615113441155219455
8,615113441157316607
8,615113441159413759
8,615113441163608063
8,615113441165705215
8,615113441167802367
8,615113441169899519
8,615113441171996671
8,615113441174093823
8,615113441176190975
8,615113441180385279
8,615113441182482431
8,615113441184579583
8,615113441186676735
8,615113441188773887
8,615113441190871039
8,615113441192968191
8,615113441230716927
8,615113441232814079
8,615113441234911231
8,615113441237008383
8,615113441239105535
8,615113441241202687
8,615113441243299839
8,615113441264271359
8,615113441266368511
8,615113441270562815
8,615113441272659967
8,615113441274757119
8,615113441299922943
8,615113441304117247
8,615113441308311551
9,615115286919512063
9,615115286925803519
9,615115286927900671
9,615115286934192127
9,615115286936289279
9,615115286938386431
9,615115287785635839
9,615115287789830143
9,615115287794024447
9,615115287848550399
9,615115287850647551
9,615115287852744703
9,615115287854841855
9,615115287856939007
9,615115287859036159
9,615115287861133311
9,615115287865327615
9,615115287869521919
9,615115287873716223
9,615115287877910527
9,615115287882104831
9,615115287884201983
9,615115287886299135
9,615115287888396287
9,615115287890493439
9,615115287892590591
9,615115287894687743
9,615115291539537919
9,615115291541635071
9,615115291543732223
9,615115291545829375
9,615115291547926527
9,615115291550023679
9,615115291552120831
9,615115291556315135
9,615115291558412287
9,615115291560509439
9,615115291562606591
9,615115291564703743
9,615115291566800895
9,615115291568898047
9,615115291573092351
9,615115291575189503
9,615115291577286655
9,615115291579383807
9,615115291581480959
9,615115291583578111
9,615115291585675263
9,615115291589869567
9,615115291591966719
9,615115291594063871
9,615115291596161023
9,615115291598258175
9,615115291600355327
9,615115291602452479
9,615115291606646783
9,615115291608743935
9,615115291610841087
9,615115291612938239
9,615115291623423999
9,615115291625521151
9,615115291627618303
9,615115291629715455
9,615115291631812607
9,615115291633909759
9,615115291636006911
9,615115291640201215
9,615115291642298367
9,615115291644395519
9,615115291646492671
9,615115291648589823
9,615115291650686975
9,615115291673755647
9,615115291675852799
9,615115291677949951
9,615115291680047103
9,615115291682144255
9,615115291684241407
9,615115291686338559
9,615115291690532863
9,615115291692630015
9,615115291694727167
9,615115291696824319
9,615115291698921471
9,615115291701018623
9,615115291703115775
9,615115291707310079
9,615115291709407231
9,615115291711504383
9,615115291713601535
9,615115291715698687
9,615115291717795839
9,615115291719892991
9,615115291724087295
9,615115291726184447
9,615115291728281599
9,615115291730378751
9,615115291732475903
9,615115291734573055
9,615115291736670207
9,615115291740864511
9,615115291742961663
9,615115291745058815
9,615115291747155967
9,615115291749253119
9,615115291751350271
9,615115291753447423
9,615115291757641727
9,615115291759738879
9,615115291761836031
9,615115291763933183
9,615115291766030335
9,615115291768127487
9,615115291770224639
9,615115291774418943
9,615115291776516095
9,615115291778613247
9,615115291780710399
9,615115291782807551
9,615115291784904703
9,615115291787001855
9,615115291810070527
9,615115291824750591
9,615115291826847743
9,615115291828944895
9,615115291831042047
9,615115291833139199
9,615115291835236351
9,615115291837333503
9,615115291858305023
9,615115291860402175
9,615115291862499327
9,615115291864596479
9,615115291866693631
9,615115291868790783
9,615115291891859455
9,615115291893956607
9,615115291898150911
9,615115291902345215
9,615115291942191103
9,615115291944288255
9,615115291946385407
9,615115291948482559
9,615115291950579711
9,615115291952676863
